Sl.No.,BO_MFClientID,DOB,InvestType,Paymentmode,FundType,MFNo,MFInvestment,Tenure,TenureInDays,Gender,ADDITIONALPRODUCTSPURCHASED,RFMID,Brokerage_Per_Day,Status
231,131715,00:00.0,SIP,CHEQUE,ONGOING,1,235578.2205,0,0,F,N,555,inf,Stopped
232,131716,00:00.0,LUMSUM,CHEQUE,ONGOING,2,220503.2319,6331,3165,M,Y,521,69.66926758,Continuing
233,131720,00:00.0,SIP,CHEQUE,ONGOING,3,682538.5594,15855,5285,F,N,153,129.1463689,Continuing
234,131721,00:00.0,SIP,CHEQUE,ONGOING,2,25179.9385,35500,17750,F,Y,142,1.418588085,Continuing
235,131723,00:00.0,SIP,CHEQUE,ONGOING,5,429065.4579,348613,69722,M,N,523,6.1539465,Completed
236,131854,00:00.0,SIP,CHEQUE,ONGOING,2,1455837.611,316181,158090,F,N,151,9.20891651,Completed
237,131856,00:00.0,SIP,CHEQUE,ONGOING,2,465055.8352,219041,109520,M,N,151,4.246309671,Completed
238,131858,00:00.0,SIP,CHEQUE,ONGOING,4,79611.8837,419700,104925,M,Y,121,0.758750381,Completed
239,131859,00:00.0,SIP,CHEQUE,ONGOING,1,14929.0121,173228,173228,F,Y,223,0.086181288,Completed
240,131863,00:00.0,SIP,CHEQUE,ONGOING,5,203337.6275,251466,50293,M,N,151,4.043060217,Continuing
241,131864,00:00.0,SIP,CHEQUE,ONGOING,1,44000.5923,155004,155004,M,N,151,0.283867463,Completed
242,131866,00:00.0,SIP,CHEQUE,ONGOING,5,280655.8158,10783,2156,F,Y,422,130.1743116,Continuing
243,131869,00:00.0,SIP,CHEQUE,ONGOING,2,5409.6311,95429,47714,F,N,141,0.113376181,Continuing
244,131870,00:00.0,SIP,CHEQUE,ONGOING,1,8591.782,1989,1989,F,Y,422,4.31964907,Continuing
245,131874,00:00.0,SIP,CHEQUE,ONGOING,1,333157.175,175921,175921,M,N,151,1.893788547,Completed
246,131876,00:00.0,SIP,CHEQUE,ONGOING,3,32687.3009,62355,20785,M,N,151,1.572638966,Continuing
247,131886,00:00.0,SIP,CHEQUE,ONGOING,5,1612721.184,333400,66680,M,Y,151,24.18598057,Completed
248,131887,00:00.0,LUMSUM,CHEQUE,ONGOING,2,26016.7785,183636,91818,M,Y,123,0.283351614,Completed
249,131888,00:00.0,SIP,CHEQUE,ONGOING,1,634920.1611,129556,129556,F,Y,322,4.900739148,Completed
250,131890,00:00.0,SIP,DD,ONGOING,1,12370.9209,31112,31112,M,N,255,0.397625382,Continuing
251,131891,00:00.0,SIP,CHEQUE,ONGOING,8,1905261.656,824520,103065,M,N,151,18.48602005,Completed
252,131893,00:00.0,SIP,CHEQUE,ONGOING,5,1902191.058,401944,80388,M,Y,151,23.66262449,Completed
253,131897,00:00.0,SIP,CHEQUE,ONGOING,3,21926.8524,148204,49401,F,N,131,0.443854424,Continuing
254,131900,00:00.0,SIP,CHEQUE,ONGOING,3,42492.2622,266819,88939,F,Y,131,0.477768608,Completed
255,131904,00:00.0,SIP,CHEQUE,ONGOING,2,2130208.951,436810,218405,M,N,151,9.753480695,Completed
256,131905,00:00.0,LUMSUM,CHEQUE,ONGOING,1,350.7399,50983,50983,M,Y,422,0.006879546,Continuing
257,131909,00:00.0,SIP,CHEQUE,ONGOING,3,33128.5991,54799,18266,M,N,151,1.813675632,Continuing
258,131911,00:00.0,SIP,CHEQUE,ONGOING,1,6913.78,1985,1985,M,N,151,3.483012594,Continuing
259,131913,00:00.0,SIP,CHEQUE,ONGOING,1,273.3091,27353,27353,F,Y,544,0.009991924,Continuing
260,131914,00:00.0,LUMSUM,CHEQUE,ONGOING,1,35970.4843,2013,2013,F,N,151,17.86909305,Continuing
261,131917,00:00.0,SIP,CHEQUE,ONGOING,2,146299.0104,307131,153565,M,N,111,0.952684599,Completed
262,131918,00:00.0,SIP,CHEQUE,ONGOING,5,777677.3352,433640,86728,M,Y,324,8.966854248,Completed
263,131919,00:00.0,SIP,CHEQUE,ONGOING,5,1279543.305,880623,176124,M,Y,123,7.265013881,Completed
264,131920,00:00.0,SIP,CHEQUE,ONGOING,4,67550.5663,14896,3724,M,Y,141,18.13924981,Continuing
265,131956,00:00.0,SIP,CHEQUE,ONGOING,5,1605455.634,710763,142152,F,Y,151,11.29393631,Completed
266,131958,00:00.0,SIP,DD,ONGOING,7,628196.4543,1089446,155635,M,N,151,4.036344359,Completed
267,131962,00:00.0,SIP,CHEQUE,ONGOING,1,7498.7085,20702,20702,M,N,151,0.362221452,Continuing
268,131963,00:00.0,SIP,CHEQUE,ONGOING,3,1211867.223,425346,141782,F,N,151,8.547398281,Completed
269,132019,00:00.0,SIP,CHEQUE,ONGOING,2,919484.68,491133,245566,M,Y,542,3.744348485,Completed
270,132020,00:00.0,SIP,CHEQUE,ONGOING,5,1709057.676,1017663,203532,F,N,151,8.396997407,Completed
271,132023,00:00.0,SIP,CHEQUE,ONGOING,1,725631.7573,29458,29458,F,N,151,24.63275705,Continuing
272,132030,00:00.0,SIP,CHEQUE,ONGOING,3,1330158.683,508309,169436,M,N,151,7.850508058,Completed
273,132031,00:00.0,SIP,CHEQUE,ONGOING,2,501608.1155,349431,174715,M,Y,433,2.87100773,Completed
274,132032,00:00.0,SIP,CHEQUE,NFO,5,1775922.84,306160,61232,F,Y,523,29.00318199,Continuing
275,132036,00:00.0,LUMSUM,CHEQUE,ONGOING,3,638884.7694,136819,45606,M,N,151,14.00878765,Continuing
276,132037,00:00.0,SIP,CHEQUE,NFO,1,11923.25,1313,1313,F,N,251,9.080921554,Continuing
277,132042,00:00.0,SIP,CHEQUE,ONGOING,3,79280.452,439210,146403,M,N,151,0.541522045,Completed
278,132045,00:00.0,SIP,CHEQUE,ONGOING,7,338046.3647,237191,33884,F,Y,422,9.976577875,Continuing
279,132047,00:00.0,SIP,CHEQUE,ONGOING,5,3224519.99,714682,142936,M,N,151,22.55918726,Completed
280,132048,00:00.0,LUMSUM,CHEQUE,ONGOING,2,803122.5041,302383,151191,M,Y,532,5.311972962,Completed
281,132049,00:00.0,SIP,CHEQUE,ONGOING,1,4993.5224,1312,1312,M,N,251,3.806038415,Continuing
282,132051,00:00.0,LUMSUM,CHEQUE,NFO,1,172716.0087,64269,64269,F,Y,522,2.687392191,Continuing
283,132052,00:00.0,SIP,CHEQUE,ONGOING,8,470584.371,120547,15068,F,Y,523,31.23071217,Continuing
284,132054,00:00.0,LUMSUM,CHEQUE,ONGOING,10,1807983.047,51271,5127,M,N,154,352.6395644,Continuing
285,132058,00:00.0,LUMSUM,CHEQUE,ONGOING,1,166888.6081,1990,1990,M,N,152,83.86362216,Continuing
286,132063,00:00.0,SIP,CHEQUE,ONGOING,1,268906.3514,175959,175959,M,N,151,1.528233005,Completed
287,132066,00:00.0,SIP,CHEQUE,ONGOING,2,68176.7878,171931,85965,M,N,151,0.79307611,Completed
288,132069,00:00.0,SIP,CHEQUE,ONGOING,4,258394.9878,441165,110291,M,N,151,2.342847447,Completed
289,132072,00:00.0,SIP,CHEQUE,ONGOING,1,262187.4283,172394,172394,M,N,151,1.520861679,Completed
290,132073,00:00.0,SIP,CHEQUE,ONGOING,2,98886.8903,169657,84828,M,Y,522,1.165734077,Completed
291,132074,00:00.0,SIP,CHEQUE,ONGOING,2,176859.0444,345284,172642,M,Y,554,1.024426527,Completed
292,132075,00:00.0,SIP,CHEQUE,ONGOING,2,1063.7868,204885,102442,M,N,121,0.010384284,Completed
293,132078,00:00.0,SIP,CHEQUE,ONGOING,3,1093647.459,368243,122747,F,N,151,8.909769352,Completed
294,132082,00:00.0,SIP,CHEQUE,NFO,2,6378.7012,15738,7869,M,Y,323,0.810611412,Continuing
295,132084,00:00.0,SIP,CHEQUE,ONGOING,2,17209.073,43571,21785,M,N,151,0.789950562,Continuing
296,132085,00:00.0,SIP,CHEQUE,NFO,1,4769.3,1313,1313,F,Y,251,3.632368621,Continuing
297,132086,00:00.0,SIP,CHEQUE,ONGOING,1,1.1023,20906,20906,M,Y,222,5.27E-05,Continuing
298,132087,00:00.0,SIP,CHEQUE,ONGOING,4,425059.6573,414760,103690,M,Y,523,4.09933125,Completed
299,132089,00:00.0,SIP,CHEQUE,ONGOING,1,9164.4837,123198,123198,M,N,111,0.074388251,Completed
300,190644,00:00.0,LUMSUM,CHEQUE,ONGOING,9,415138.2968,52544,5838,M,Y,522,71.10967742,Continuing
301,132227,00:00.0,SIP,CHEQUE,ONGOING,2,6195.8745,26796,13398,M,Y,553,0.462447716,Continuing
302,132228,1899-12-30 00:00:00.000,SIP,CHEQUE,ONGOING,2,557846.6466,295441,147720,M,N,122,3.776378599,Completed
303,132296,00:00.0,SIP,CHEQUE,ONGOING,14,2897951.407,950172,67869,M,N,152,42.69919119,Completed
304,132231,00:00.0,LUMSUM,CHEQUE,NFO,6,3607420.295,302562,50427,M,N,111,71.53747585,Continuing
305,132503,00:00.0,SIP,CHEQUE,ONGOING,8,1147237.485,950341,118792,M,Y,151,9.657531529,Completed
306,132235,00:00.0,SIP,CHEQUE,NFO,1,51693.0119,167790,167790,M,N,151,0.308081601,Completed
307,132236,00:00.0,SIP,CHEQUE,ONGOING,3,70029.8647,40942,13647,M,Y,151,5.131520825,Continuing
308,132239,00:00.0,SIP,CHEQUE,NFO,3,685561.0403,180291,60097,M,Y,151,11.40757509,Continuing
309,132241,00:00.0,SIP,CHEQUE,ONGOING,1,26588.9018,175501,175501,M,Y,121,0.151502851,Completed
310,132244,00:00.0,SIP,CHEQUE,ONGOING,2,487481.4131,229894,114947,M,Y,122,4.240923322,Completed
311,132246,00:00.0,SIP,CHEQUE,ONGOING,9,506700.8127,466344,51816,M,N,542,9.778848477,Continuing
312,132248,00:00.0,LUMSUM,CHEQUE,NFO,1,91226.13,1313,1313,F,Y,252,69.47915461,Continuing
313,132251,00:00.0,SIP,CHEQUE,NFO,4,50054.3198,183262,45815,M,N,151,1.092531263,Continuing
314,132252,00:00.0,SIP,CHEQUE,ONGOING,22,8897272.027,1384202,62918,M,N,153,141.4105983,Continuing
315,132693,00:00.0,SIP,CHEQUE,ONGOING,1,32760.0738,157031,157031,M,N,151,0.208621698,Completed
316,132457,00:00.0,SIP,CHEQUE,ONGOING,3,591860.3573,232944,77648,M,N,151,7.622351603,Completed
317,132500,00:00.0,LUMSUM,CHEQUE,ONGOING,2,38554.7996,10305,5152,M,N,151,7.483462655,Continuing
318,133244,00:00.0,SIP,CHEQUE,ONGOING,7,2232130.597,816341,116620,M,Y,111,19.14020406,Completed
319,132507,00:00.0,SIP,CHEQUE,ONGOING,1,15261.2826,167651,167651,M,N,131,0.091030072,Completed
320,145035,00:00.0,SIP,CHEQUE,ONGOING,3,101659.4296,174336,58112,F,N,151,1.749370691,Continuing
321,152443,00:00.0,SIP,CHEQUE,ONGOING,1,0.9702,15316,15316,M,Y,121,6.33E-05,Continuing
322,132458,00:00.0,SIP,CHEQUE,ONGOING,9,1209033.335,1115871,123985,M,Y,224,9.751448438,Completed
323,132459,00:00.0,SIP,CHEQUE,ONGOING,6,458018.3556,252978,42163,M,Y,322,10.86304,Continuing
324,132461,00:00.0,SIP,CHEQUE,ONGOING,1,46816.9287,25529,25529,M,N,111,1.833872408,Continuing
325,132463,1899-12-30 00:00:00.000,SIP,CHEQUE,ONGOING,1,48362.8228,110493,110493,F,Y,111,0.437700332,Completed
326,132465,00:00.0,SIP,CHEQUE,ONGOING,1,1386064.387,135019,135019,F,N,111,10.2656988,Completed
327,132468,00:00.0,LUMSUM,CHEQUE,ONGOING,3,481964.7086,776252,258750,F,N,151,1.86266554,Completed
328,132472,00:00.0,LUMSUM,CHEQUE,ONGOING,1,18014.7014,18930,18930,M,Y,355,0.951648251,Continuing
329,132477,00:00.0,SIP,CHEQUE,ONGOING,3,77884.6856,56339,18779,M,N,322,4.147435199,Continuing
330,132478,00:00.0,SIP,CHEQUE,ONGOING,1,35749.4805,6961,6961,M,N,151,5.135681727,Continuing
331,132479,00:00.0,SIP,CHEQUE,ONGOING,1,12674.3086,64590,64590,M,Y,521,0.196227103,Continuing
332,132482,00:00.0,SIP,CHEQUE,ONGOING,5,248905.0847,45444,9088,M,Y,124,27.38832358,Continuing
333,132483,00:00.0,SIP,CHEQUE,ONGOING,2,811312.2553,319011,159505,M,Y,151,5.086437762,Completed
334,196927,1899-12-30 00:00:00.000,LUMSUM,CHEQUE,ONGOING,9,2381257.714,467441,51937,F,N,152,45.84896537,Continuing
335,172169,00:00.0,SIP,CHEQUE,ONGOING,29,8875367.002,2149136,74108,M,Y,111,119.7626033,Completed
336,162741,00:00.0,SIP,CHEQUE,ONGOING,5,746550.6546,269190,53838,M,Y,553,13.86661196,Continuing
337,181544,00:00.0,SIP,CHEQUE,ONGOING,4,1399828.866,305928,76482,M,Y,522,18.30272307,Completed
338,155409,1899-12-30 00:00:00.000,LUMSUM,CHEQUE,ONGOING,2,114470.1081,58517,29258,M,Y,523,3.912437901,Continuing
339,174242,00:00.0,SIP,CHEQUE,ONGOING,7,1854522.705,36469,5209,M,Y,325,356.0227885,Continuing
340,166150,00:00.0,SIP,CHEQUE,ONGOING,1,54815.3253,15232,15232,M,Y,422,3.598695201,Continuing
341,184798,00:00.0,SIP,CHEQUE,ONGOING,3,2991926.883,277113,92371,M,Y,545,32.39032686,Completed
342,180853,00:00.0,SIP,CHEQUE,ONGOING,2,211642.3148,26280,13140,M,Y,122,16.10672107,Continuing
343,132646,00:00.0,SIP,CHEQUE,ONGOING,2,265337.9015,53411,26705,M,N,151,9.935888467,Continuing
344,187538,00:00.0,LUMSUM,CHEQUE,ONGOING,11,1049486.067,473422,43038,M,Y,111,24.38510309,Continuing
345,132612,1899-12-30 00:00:00.000,LUMSUM,CHEQUE,ONGOING,4,666856.0196,293271,73317,F,N,151,9.095516996,Completed
346,132613,00:00.0,LUMSUM,DD,ONGOING,3,342790.7275,3262,1087,F,Y,111,315.3548551,Continuing
347,132615,00:00.0,SIP,CHEQUE,ONGOING,12,391101.5031,634311,52859,F,Y,522,7.398957663,Continuing
348,132617,00:00.0,LUMSUM,CHEQUE,ONGOING,2,117756.1047,22613,11306,M,Y,223,10.41536394,Continuing
349,145862,00:00.0,SIP,CHEQUE,ONGOING,2,601984.5539,4721,2360,F,N,534,255.0782008,Continuing
350,134550,1899-12-30 00:00:00.000,LUMSUM,CHEQUE,ONGOING,11,3362850.487,92396,8399,M,N,154,400.3870088,Continuing
351,132793,00:00.0,SIP,CHEQUE,ONGOING,7,1318593.376,404119,57731,M,N,151,22.84030029,Continuing
352,147125,00:00.0,SIP,CHEQUE,ONGOING,1,14747.2461,5882,5882,F,Y,151,2.507182268,Continuing
353,133074,00:00.0,SIP,CHEQUE,ONGOING,1,109574.7975,162855,162855,F,N,151,0.672836557,Completed
354,132722,00:00.0,SIP,CHEQUE,ONGOING,9,458329.8756,444827,49425,M,N,151,9.273239769,Continuing
355,132725,00:00.0,SIP,CHEQUE,ONGOING,9,787180.4509,374456,41606,M,N,522,18.91987816,Continuing
356,132735,1899-12-30 00:00:00.000,SIP,CHEQUE,ONGOING,1,2657.8485,51030,51030,M,N,131,0.052084039,Continuing
357,8635,00:00.0,SIP,CHEQUE,ONGOING,4,4004.0691,110309,27577,M,Y,532,0.145195964,Continuing
358,8784,00:00.0,LUMSUM,CHEQUE,ONGOING,1,30462.8202,101030,101030,M,Y,151,0.30152252,Completed
359,8778,00:00.0,SIP,CHEQUE,ONGOING,2,1469025.537,252040,126020,M,N,151,11.6570825,Completed
360,8958,00:00.0,SIP,CHEQUE,ONGOING,20,770398.7845,289077,14453,M,N,152,53.30372826,Continuing
361,8711,00:00.0,SIP,CHEQUE,ONGOING,1,159279.5074,338094,338094,F,Y,522,0.471110127,Completed
362,3357,00:00.0,LUMSUM,CHEQUE,ONGOING,3,238634.457,156741,52247,M,Y,111,4.567428886,Continuing
363,8833,00:00.0,SIP,CHEQUE,ONGOING,19,2374272.05,680482,35814,M,Y,524,66.2945231,Continuing
364,8974,00:00.0,SIP,CHEQUE,NFO,3,60491.8907,49318,16439,M,N,151,3.679779226,Continuing
365,8936,00:00.0,SIP,CHEQUE,ONGOING,7,18530.4303,390,55,M,N,554,336.9169145,Continuing
366,9002,00:00.0,LUMSUM,CHEQUE,NFO,7,428487.6562,235006,33572,F,Y,522,12.76324485,Continuing
367,8912,00:00.0,SIP,CHEQUE,ONGOING,3,6987.2037,34299,11433,M,N,123,0.611143506,Continuing
368,13608,00:00.0,SIP,CHEQUE,ONGOING,5,358464.6449,989036,197807,M,Y,524,1.812193931,Completed
369,9144,00:00.0,SIP,CHEQUE,ONGOING,3,85422.213,27599,9199,M,Y,112,9.286032504,Continuing
370,9562,00:00.0,SIP,CHEQUE,ONGOING,5,215508.4748,672240,134448,M,Y,151,1.602913207,Completed
371,9670,00:00.0,SIP,CHEQUE,ONGOING,11,436108.4289,880029,80002,F,Y,151,5.451219081,Completed
372,9856,00:00.0,SIP,CHEQUE,ONGOING,9,325383.7308,415220,46135,M,N,111,7.052860752,Continuing
373,10535,00:00.0,LUMSUM,CHEQUE,NFO,1,369178.8483,167622,167622,M,N,151,2.202448654,Completed
374,37000,00:00.0,SIP,CHEQUE,ONGOING,35,2238807.464,1180578,33730,M,N,152,66.37436894,Continuing
375,11112,00:00.0,SIP,CHEQUE,ONGOING,26,2243041.905,1019324,39204,F,N,152,57.21461854,Continuing
376,23354,00:00.0,SIP,CHEQUE,ONGOING,4,503072.5838,1029851,257462,M,N,151,1.95396829,Completed
377,24193,00:00.0,LUMSUM,CHEQUE,ONGOING,5,3754952.213,358109,71621,M,N,152,52.42808971,Completed
378,23166,00:00.0,SIP,CHEQUE,ONGOING,3,212281.9101,268253,89417,M,Y,544,2.374066566,Completed
379,23868,00:00.0,SIP,CHEQUE,ONGOING,1,24255.35,100361,100361,M,Y,111,0.241681031,Completed
380,24090,00:00.0,SIP,CHEQUE,ONGOING,3,323683.5016,433066,144355,M,N,151,2.242274266,Completed
381,10403,00:00.0,LUMSUM,CHEQUE,ONGOING,1,26487.1934,245816,245816,M,N,141,0.107752113,Completed
382,24097,00:00.0,SIP,CHEQUE,ONGOING,9,625463.2987,931217,103468,M,Y,335,6.044992642,Completed
383,181763,00:00.0,SIP,CHEQUE,ONGOING,6,416839.1186,261551,43591,M,Y,425,9.562504155,Continuing
384,25118,00:00.0,SIP,CHEQUE,ONGOING,1,0.4537,127396,127396,M,Y,121,3.56E-06,Completed
385,23264,00:00.0,LUMSUM,CHEQUE,ONGOING,17,3454766.055,154902,9111,M,Y,154,379.1862644,Continuing
386,25433,00:00.0,SIP,CHEQUE,ONGOING,1,413801.5816,153847,153847,M,Y,522,2.689695487,Completed
387,25279,00:00.0,SIP,CHEQUE,ONGOING,2,474492.3099,177139,88569,F,N,151,5.357318135,Completed
388,10179,00:00.0,SIP,CHEQUE,ONGOING,2,35726.9816,85393,42696,M,Y,322,0.836775848,Continuing
389,9080,00:00.0,LUMSUM,CHEQUE,ONGOING,9,860154.1942,437270,48585,M,Y,543,17.7041102,Continuing
390,11373,00:00.0,SIP,CHEQUE,ONGOING,1,25345.8596,783933,783933,M,Y,554,0.032331666,Completed
391,233099,00:00.0,SIP,CHEQUE,ONGOING,2,1274948.451,150411,75205,M,Y,312,16.95297455,Completed
392,69622,00:00.0,SIP,CHEQUE,ONGOING,6,2182859.299,1101868,183644,M,Y,332,11.88636328,Completed
393,16228,00:00.0,LUMSUM,CHEQUE,NFO,3,30555.3722,179,59,F,Y,523,517.8876644,Continuing
394,15618,00:00.0,SIP,CHEQUE,ONGOING,4,471397.7566,536494,134123,M,N,151,3.514667556,Completed
395,15867,00:00.0,SIP,CHEQUE,ONGOING,2,31152.9589,1322,661,M,Y,432,47.13004372,Continuing
396,103153,00:00.0,LUMSUM,CHEQUE,ONGOING,14,1659969.472,229703,16407,F,Y,523,101.1744665,Continuing
397,15943,00:00.0,SIP,CHEQUE,ONGOING,15,3709362.489,2573075,171538,M,Y,111,21.62414444,Completed
398,16699,00:00.0,LUMSUM,CHEQUE,ONGOING,5,21483.2504,34519,6903,F,N,151,3.112161437,Continuing
399,17199,00:00.0,SIP,CHEQUE,ONGOING,2,1971167.467,185072,92536,F,Y,325,21.30162819,Completed
400,16753,00:00.0,LUMSUM,CHEQUE,ONGOING,5,265578.1992,185184,37036,M,Y,543,7.170812161,Continuing
401,11885,00:00.0,SIP,CHEQUE,ONGOING,1,5777.8368,119511,119511,M,Y,322,0.048345649,Completed
402,43599,00:00.0,SIP,CHEQUE,ONGOING,1,138173.3259,106613,106613,F,Y,113,1.296026994,Completed
403,103752,00:00.0,LUMSUM,CHEQUE,NFO,7,431594.4457,168572,24081,M,Y,151,17.92261309,Continuing
404,251761,00:00.0,LUMSUM,CHEQUE,ONGOING,2,198719.9082,187606,93803,M,Y,522,2.118481373,Completed
405,81155,00:00.0,SIP,CHEQUE,ONGOING,2,1024.1484,18062,9031,M,N,141,0.113403654,Continuing
406,81157,00:00.0,SIP,CHEQUE,ONGOING,3,1477256.215,214992,71664,M,N,151,20.61364444,Completed
407,81158,00:00.0,SIP,CHEQUE,ONGOING,22,5346394.567,803785,36535,M,N,153,146.336241,Continuing
408,126504,00:00.0,SIP,CHEQUE,ONGOING,3,41269.8369,108330,36110,F,N,113,1.142892188,Continuing
409,82285,00:00.0,LUMSUM,CHEQUE,NFO,51,2753201.914,620441,12165,M,Y,543,226.3215713,Continuing
410,81201,00:00.0,SIP,CHEQUE,ONGOING,3,55895.5352,41643,13881,M,N,151,4.026765737,Continuing
411,81210,00:00.0,SIP,CHEQUE,ONGOING,7,2507363.855,763971,109138,F,N,151,22.97425145,Completed
412,81211,00:00.0,SIP,CHEQUE,ONGOING,2,665368.5391,165085,82542,F,N,151,8.060969435,Completed
413,81222,00:00.0,SIP,CHEQUE,ONGOING,4,739529.8666,450427,112606,M,N,151,6.567410854,Completed
414,81223,00:00.0,SIP,CHEQUE,ONGOING,4,9961079.323,466659,116664,F,N,152,85.38263151,Completed
415,81224,00:00.0,LUMSUM,CHEQUE,ONGOING,4,176535.214,11271,2817,M,N,152,62.6678076,Continuing
416,81233,00:00.0,LUMSUM,CHEQUE,ONGOING,21,22207809.67,166445,7925,F,N,155,2802.247277,Continuing
417,81229,00:00.0,LUMSUM,CHEQUE,ONGOING,1,67166.2726,61207,61207,M,N,151,1.097362599,Continuing
418,81231,00:00.0,LUMSUM,CHEQUE,NFO,7,1284600.054,809761,115680,M,N,134,11.10477225,Completed
419,81235,00:00.0,SIP,CHEQUE,ONGOING,6,787138.8824,616645,102774,M,N,151,7.658930103,Completed
420,81279,00:00.0,SIP,CHEQUE,ONGOING,1,147350.9384,80791,80791,F,Y,543,1.82385338,Completed
421,105297,00:00.0,SIP,CHEQUE,ONGOING,6,1448390.383,97731,16288,M,Y,423,88.92377105,Continuing
422,81329,00:00.0,LUMSUM,CHEQUE,ONGOING,6,1158132.737,559077,93179,F,N,324,12.42911747,Completed
423,81330,00:00.0,SIP,CHEQUE,ONGOING,6,943662.7279,376445,62740,M,Y,523,15.04084679,Continuing
424,81341,00:00.0,LUMSUM,CHEQUE,ONGOING,9,5813682.769,290690,32298,M,Y,153,180.0013242,Continuing
425,81343,00:00.0,LUMSUM,CHEQUE,NFO,2,69995.3982,6002,3001,F,N,151,23.32402473,Continuing
426,81344,00:00.0,LUMSUM,CHEQUE,ONGOING,3,505578.4018,152789,50929,M,Y,534,9.927122107,Continuing
427,81347,00:00.0,SIP,CHEQUE,ONGOING,1,818646.3813,49343,49343,F,N,151,16.59093248,Continuing
428,81350,00:00.0,SIP,CHEQUE,ONGOING,2,145598.2728,21492,10746,M,Y,532,13.54906689,Continuing
429,81351,00:00.0,SIP,CHEQUE,ONGOING,1,139297.7173,56150,56150,F,Y,543,2.480814199,Continuing
430,81354,00:00.0,LUMSUM,CHEQUE,ONGOING,7,606524.3197,17190,2455,M,Y,422,247.0567494,Continuing
431,81357,00:00.0,SIP,CHEQUE,ONGOING,3,839078.3377,656150,218716,M,N,523,3.83638297,Completed
432,99930,00:00.0,SIP,CHEQUE,ONGOING,1,4776.1612,1436,1436,M,N,251,3.326017549,Continuing
433,81429,00:00.0,LUMSUM,CHEQUE,NFO,2,107253.2391,612,306,M,Y,552,350.5007814,Continuing
434,160615,00:00.0,SIP,CHEQUE,ONGOING,24,16387630.57,1106409,46100,M,N,154,355.4800557,Continuing
435,81442,00:00.0,SIP,CHEQUE,ONGOING,9,441812.6445,506150,56238,M,N,151,7.856122986,Continuing
436,81443,00:00.0,SIP,CHEQUE,ONGOING,7,287296.2589,203430,29061,M,N,151,9.885972916,Continuing
437,81446,00:00.0,LUMSUM,CHEQUE,ONGOING,13,8684000.631,32250,2480,M,N,155,3501.613158,Continuing
438,81452,00:00.0,LUMSUM,CHEQUE,NFO,12,1755307.822,533748,44479,M,Y,532,39.46374293,Continuing
439,81453,00:00.0,LUMSUM,CHEQUE,NFO,5,1143827.678,262079,52415,M,Y,114,21.82252557,Continuing
440,81466,00:00.0,LUMSUM,CHEQUE,ONGOING,4,6326120.484,327885,81971,M,N,152,77.17510441,Completed
441,81468,00:00.0,SIP,CHEQUE,NFO,9,371368.8739,88822,9869,M,Y,212,37.62983827,Continuing
442,81472,00:00.0,SIP,CHEQUE,ONGOING,10,2262641.266,429792,42979,M,Y,553,52.6452748,Continuing
443,81476,00:00.0,SIP,CHEQUE,ONGOING,2,147915.3531,28266,14133,F,N,151,10.46595578,Continuing
444,81479,00:00.0,LUMSUM,CHEQUE,ONGOING,24,6623655.347,545447,22726,F,Y,333,291.4571569,Continuing
445,81480,00:00.0,SIP,CHEQUE,ONGOING,12,1097902.067,414127,34510,M,N,152,31.81402686,Continuing
446,81485,00:00.0,SIP,CHEQUE,ONGOING,1,0.0112,32638,32638,M,N,121,3.43E-07,Continuing
447,81487,00:00.0,LUMSUM,CHEQUE,ONGOING,25,4404188.85,619938,24797,M,Y,111,177.6097451,Continuing
448,81521,00:00.0,LUMSUM,CHEQUE,ONGOING,3,471587.488,164087,54695,M,Y,222,8.622131603,Continuing
449,81588,00:00.0,LUMSUM,CHEQUE,ONGOING,7,5245751.201,831819,118831,M,Y,534,44.14463567,Completed
450,81595,00:00.0,LUMSUM,CHEQUE,ONGOING,4,418685.4102,181103,45275,F,Y,433,9.247607072,Continuing
451,81597,00:00.0,LUMSUM,CHEQUE,ONGOING,1,451788.9628,3812,3812,F,N,153,118.5175663,Continuing
452,81599,00:00.0,LUMSUM,CHEQUE,NFO,3,58396.9335,7687,2562,M,Y,524,22.79349473,Continuing
453,81643,00:00.0,LUMSUM,CHEQUE,ONGOING,5,162791.0372,7721,1544,M,N,253,105.4346096,Continuing
454,81620,00:00.0,LUMSUM,CHEQUE,ONGOING,8,2240354.37,1698071,212258,F,N,151,10.55486422,Completed
455,81625,00:00.0,LUMSUM,CHEQUE,ONGOING,4,13781.8586,43786,10946,M,Y,151,1.259077161,Continuing
456,81628,00:00.0,SIP,CHEQUE,ONGOING,3,52797.7066,3630,1210,F,Y,544,43.63446826,Continuing
457,81636,00:00.0,SIP,CHEQUE,ONGOING,13,3523054.398,651917,50147,F,N,152,70.25453961,Continuing
458,81639,00:00.0,SIP,CHEQUE,ONGOING,5,142908.9403,2915,583,M,N,353,245.1268273,Continuing
459,81642,00:00.0,LUMSUM,CHEQUE,ONGOING,1,356275.9043,267874,267874,M,Y,111,1.330013007,Completed
460,81645,00:00.0,LUMSUM,CHEQUE,ONGOING,3,1272166.032,53532,17844,M,N,111,71.29377002,Continuing
461,81646,00:00.0,SIP,CHEQUE,ONGOING,10,1220326.812,841942,84194,M,Y,422,14.49422539,Completed
462,233038,00:00.0,LUMSUM,CHEQUE,ONGOING,1,3726333.088,549152,549152,M,N,151,6.78561325,Completed
